0.40246123,-0.118111275,0.7710068,0.00011155504,0.042837247,-0.049169336,0.9978714,0.026533376,0.0046916963,0.35294217,0.07602324,-0.395266,0.06339036,-0.037521154,-0.05309352,-0.12604436,0.09599049,-0.27930236,0.11016341,-0.01684773,0.003215263,-0.12760584,0.075270504,0.2057102,-0.45455673,1.2300073,0.251081,-0.05467227,-0.06365244,0.067866735,-0.24306545,0.46345067,1.1890647,-0.25558522,-0.023679309,0.018441752
0.4021424,-0.11936134,0.77092636,0.0010660513,0.042514272,-0.0627069,0.9971256,0.032697786,0.008332388,0.37716404,0.07349921,-0.3969115,0.06351826,-0.04061855,-0.047367558,-0.10218015,0.090577506,-0.27654257,0.11190285,-0.016046325,0.0022286214,-0.12649763,0.074879855,0.20127192,-0.44420952,1.248125,0.24646479,-0.06604551,-0.058684252,0.061585117,-0.24237406,0.46309805,1.2044578,-0.25646165,-0.034462254,0.014353938
0.40173414,-0.12055065,0.7709347,0.002178285,0.04220666,-0.074979864,0.996289,0.03751681,0.011404505,0.39938205,0.0724521,-0.39742905,0.061851475,-0.04337875,-0.042753566,-0.08113133,0.08571856,-0.27388716,0.11371146,-0.018275583,0.0011459698,-0.12516117,0.07754288,0.1987974,-0.43753785,1.2542692,0.24211758,-0.06971082,-0.056923606,0.05883473,-0.24420282,0.46193838,1.207622,-0.2571513,-0.038429253,0.014037456
0.4011948,-0.12173068,0.7709888,0.0034129247,0.041890256,-0.08551084,0.99545044,0.040344313,0.014219658,0.4188757,0.074068636,-0.3975618,0.060248815,-0.045282006,-0.03900095,-0.06269045,0.080204986,-0.2711537,0.114896104,-0.02232539,-0.00033582243,-0.123550154,0.07897073,0.19681908,-0.43493286,1.2579827,0.2399745,-0.07217237,-0.05646274,0.05694981,-0.24688393,0.46126062,1.2071536,-0.25982177,-0.0406204,0.014212934
0.4005895,-0.12290603,0.7710658,0.004708979,0.041568257,-0.095162,0.9945824,0.04216959,0.0169055,0.4369983,0.07702563,-0.3975009,0.05867843,-0.046754017,-0.035681807,-0.045561966,0.07436199,-0.26838088,0.115766734,-0.027291367,-0.002018479,-0.121800974,0.07977699,0.19509044,-0.43437433,1.2604729,0.23894063,-0.07402815,-0.05665597,0.055500433,-0.24999395,0.46082535,1.204857,-0.263489,-0.041917868,0.014635987
0.40000418,-0.12381688,0.7711767,0.0058112005,0.041125473,-0.100598894,0.99405986,0.042059835,0.018766277,0.44807357,0.08204506,-0.39720052,0.05741153,-0.047027264,-0.03434106,-0.03637185,0.07058386,-0.26720756,0.114743605,-0.034918156,-0.0034865877,-0.12012568,0.07712427,0.19315039,-0.43994665,1.261447,0.24077727,-0.0741677,-0.056994714,0.057242125,-0.25302655,0.45747453,1.1991832,-0.26270264,-0.043891527,0.015795931
0.3994656,-0.12466715,0.77126175,0.0067817937,0.04065888,-0.10474086,0.99364495,0.041614123,0.020405779,0.45667177,0.08705559,-0.3969757,0.056182195,-0.046836756,-0.033350006,-0.029260866,0.06713289,-0.26626822,0.11382753,-0.043217953,-0.004791192,-0.118308716,0.07387328,0.19114757,-0.4456716,1.261482,0.24244803,-0.07422696,-0.056516074,0.059398025,-0.25588122,0.45380384,1.1937014,-0.26141116,-0.045291472,0.016617417
0.39902157,-0.12539585,0.77129424,0.007486829,0.040146664,-0.10628268,0.9934969,0.040496223,0.021600565,0.4602821,0.09203901,-0.3969051,0.05502767,-0.045711897,-0.033058807,-0.026327655,0.06433575,-0.26579598,0.11313665,-0.05286967,-0.0057654604,-0.11620443,0.069425285,0.18901852,-0.45167878,1.2596215,0.24377015,-0.07413105,-0.054380707,0.06237917,-0.25837576,0.44949776,1.1886232,-0.25911576,-0.04552607,0.016749924
0.39856434,-0.12605295,0.77133644,0.007967715,0.03971255,-0.10614769,0.99352515,0.039293468,0.022470873,0.46084982,0.09549767,-0.39648435,0.054568276,-0.044790268,-0.03299615,-0.026186116,0.06306711,-0.2655227,0.11231893,-0.060743354,-0.006752209,-0.1142778,0.063759945,0.1862773,-0.45591295,1.2563894,0.2435075,-0.07418671,-0.052004553,0.06629016,-0.26012614,0.44573283,1.1856357,-0.2565503,-0.044934385,0.016781794
0.39810035,-0.12667367,0.7713835,0.008334703,0.039318126,-0.10516066,0.9936428,0.038047597,0.023176303,0.4598716,0.09818153,-0.39588565,0.05446209,-0.043971907,-0.033049624,-0.027463099,0.06257514,-0.26535052,0.11143678,-0.067713566,-0.0077452976,-0.11244144,0.05747604,0.18322504,-0.45924622,1.2524602,0.24243961,-0.0743194,-0.04950604,0.07067364,-0.2614984,0.44224295,1.1837107,-0.25384772,-0.043922853,0.016762523
0.3978136,-0.12712118,0.7713953,0.008319984,0.039069302,-0.10277498,0.99390227,0.037163086,0.02335975,0.45552927,0.098594725,-0.39559734,0.05471275,-0.04326358,-0.03314407,-0.030678052,0.06353528,-0.2653424,0.11045791,-0.07121755,-0.0076073348,-0.11097892,0.05104947,0.17871822,-0.46156147,1.246237,0.24025117,-0.074932165,-0.045965407,0.074640386,-0.26164094,0.44059512,1.1854389,-0.2520566,-0.041780412,0.01603154
0.39763603,-0.12758078,0.77140164,0.008258542,0.038755618,-0.10028645,0.99416935,0.03680189,0.023492446,0.45087647,0.09855105,-0.39540225,0.05490931,-0.042240515,-0.0331834,-0.034207232,0.06454791,-0.26538935,0.10980734,-0.07302746,-0.00750232,-0.109672755,0.04514874,0.17423356,-0.46398464,1.2392073,0.23842146,-0.075823314,-0.04281976,0.07858338,-0.26132578,0.43986318,1.1882104,-0.2511199,-0.03944259,0.015680969
0.39768043,-0.12806663,0.7713965,0.008104925,0.038308118,-0.09760035,0.9944552,0.037508175,0.023525931,0.4456181,0.09759277,-0.3953951,0.05499202,-0.040572543,-0.0331096,-0.038362138,0.06565506,-0.26554748,0.10982932,-0.07140205,-0.007474736,-0.10868317,0.04032512,0.16980709,-0.4666377,1.2305474,0.23733558,-0.07727979,-0.040491458,0.08248148,-0.26008508,0.44098875,1.1930835,-0.25192335,-0.03671505,0.016114991
